Well,Sample ID,ng/ul,Size (bp),% (Conc.) (ng/uL),nmole/L,RFU,TIC (ng/ul),TIM (nmole/L),Total Conc. (ng/ul),DQN,Threshold
E6,SampE6,24.3536,399,91.0,101.4389,19623,26.7757,124.9059,27.2607,N/A (Size threshold is less than lower marker end point),0
E6,SampE6,0.8413,432,3.1,3.2119,324,26.7757,124.9059,27.2607,N/A (Size threshold is less than lower marker end point),0
E6,SampE6,0.9826,452,3.7,3.5534,312,26.7757,124.9059,27.2607,N/A (Size threshold is less than lower marker end point),0
E6,SampE6,0.5000,5000,,0.1647,10339,26.7757,124.9059,27.2607,N/A (Size threshold is less than lower marker end point),0
E7,SampE7,0.5380,35,,25.1181,14784,21.4332,83.3453,21.7393,N/A (Size threshold is less than lower marker end point),0
E7,SampE7,0.1813,62,0.8,4.8732,100,21.4332,83.3453,21.7393,N/A (Size threshold is less than lower marker end point),0
E7,SampE7,0.0923,76,0.4,1.9921,153,21.4332,83.3453,21.7393,N/A (Size threshold is less than lower marker end point),0
E7,SampE7,0.0992,403,0.5,0.4143,87,21.4332,83.3453,21.7393,N/A (Size threshold is less than lower marker end point),0
E7,SampE7,19.4846,455,90.9,71.0870,32999,21.4332,83.3453,21.7393,N/A (Size threshold is less than lower marker end point),0
E7,SampE7,1.4503,480,6.8,4.7538,528,21.4332,83.3453,21.7393,N/A (Size threshold is less than lower marker end point),0
E7,SampE7,0.0690,560,0.3,0.1993,131,21.4332,83.3453,21.7393,N/A (Size threshold is less than lower marker end point),0
E7,SampE7,0.0268,3323,0.1,0.0134,57,21.4332,83.3453,21.7393,N/A (Size threshold is less than lower marker end point),0
E7,SampE7,0.0297,3943,0.1,0.0123,53,21.4332,83.3453,21.7393,N/A (Size threshold is less than lower marker end point),0
E7,SampE7,0.5000,5000,,0.1649,20028,21.4332,83.3453,21.7393,N/A (Size threshold is less than lower marker end point),0
E8,SampE8,0.5057,35,,23.6111,15410,14.3027,62.4479,14.4797,N/A (Size threshold is less than lower marker end point),0
E8,SampE8,0.1571,73,1.1,3.6291,209,14.3027,62.4479,14.4797,N/A (Size threshold is less than lower marker end point),0
E8,SampE8,0.1460,78,1.0,3.0704,365,14.3027,62.4479,14.4797,N/A (Size threshold is less than lower marker end point),0
E8,SampE8,12.5017,413,87.4,50.5385,20374,14.3027,62.4479,14.4797,N/A (Size threshold is less than lower marker end point),0
E8,SampE8,0.9756,440,6.8,3.5991,485,14.3027,62.4479,14.4797,N/A (Size threshold is less than lower marker end point),0
E8,SampE8,0.4619,477,3.2,1.5835,343,14.3027,62.4479,14.4797,N/A (Size threshold is less than lower marker end point),0
E8,SampE8,0.0211,3300,0.1,0.0106,55,14.3027,62.4479,14.4797,N/A (Size threshold is less than lower marker end point),0
E8,SampE8,0.0394,3966,0.3,0.0166,59,14.3027,62.4479,14.4797,N/A (Size threshold is less than lower marker end point),0
E8,SampE8,0.5000,5000,,0.1649,21854,14.3027,62.4479,14.4797,N/A (Size threshold is less than lower marker end point),0
E9,SampE9,0.5931,35,,27.6945,10086,13.5790,52.8279,14.0514,N/A (Size threshold is less than lower marker end point),0
E9,SampE9,0.1637,76,1.2,3.6299,84,13.5790,52.8279,14.0514,N/A (Size threshold is less than lower marker end point),0
E9,SampE9,12.1430,451,89.4,44.8991,13723,13.5790,52.8279,14.0514,N/A (Size threshold is less than lower marker end point),0
E9,SampE9,1.2723,477,9.4,4.2989,388,13.5790,52.8279,14.0514,N/A (Size threshold is less than lower marker end point),0
E9,SampE9,0.5000,5000,,0.1650,14646,13.5790,52.8279,14.0514,N/A (Size threshold is less than lower marker end point),0
E10,SampE10,0.6495,35,,31.2133,10024,26.1210,111.9498,26.6175,N/A (Size threshold is less than lower marker end point),0
E10,SampE10,0.2103,74,0.8,4.7267,210,26.1210,111.9498,26.6175,N/A (Size threshold is less than lower marker end point),0
E10,SampE10,24.2582,399,92.9,101.0416,24589,26.1210,111.9498,26.6175,N/A (Size threshold is less than lower marker end point),0
E10,SampE10,0.4282,422,1.6,1.6617,318,26.1210,111.9498,26.6175,N/A (Size threshold is less than lower marker end point),0
E10,SampE10,0.3002,432,1.1,1.1406,316,26.1210,111.9498,26.6175,N/A (Size threshold is less than lower marker end point),0
E10,SampE10,0.9242,452,3.5,3.3792,341,26.1210,111.9498,26.6175,N/A (Size threshold is less than lower marker end point),0
E10,SampE10,0.5000,5000,,0.1649,13276,26.1210,111.9498,26.6175,N/A (Size threshold is less than lower marker end point),0
E11,SampE11,0.9604,35,,44.8445,9112,45.9094,180.1751,46.4978,N/A (Size threshold is less than lower marker end point),0
E11,SampE11,0.2230,69,0.5,5.0109,74,45.9094,180.1751,46.4978,N/A (Size threshold is less than lower marker end point),0
E11,SampE11,43.0629,431,93.8,165.9343,34924,45.9094,180.1751,46.4978,N/A (Size threshold is less than lower marker end point),0
E11,SampE11,1.1839,460,2.6,4.2532,441,45.9094,180.1751,46.4978,N/A (Size threshold is less than lower marker end point),0
E11,SampE11,1.4397,472,3.1,4.9767,597,45.9094,180.1751,46.4978,N/A (Size threshold is less than lower marker end point),0
E11,SampE11,0.5000,5000,,0.1649,10024,45.9094,180.1751,46.4978,N/A (Size threshold is less than lower marker end point),0
E12,SampE12,0.6049,35,,28.2463,9558,24.0268,111.3135,24.4939,N/A (Size threshold is less than lower marker end point),0
E12,SampE12,0.0738,48,0.3,2.5163,51,24.0268,111.3135,24.4939,N/A (Size threshold is less than lower marker end point),0
E12,SampE12,0.1271,73,0.5,2.9777,100,24.0268,111.3135,24.4939,N/A (Size threshold is less than lower marker end point),0
E12,SampE12,0.4774,91,2.0,8.8055,298,24.0268,111.3135,24.4939,N/A (Size threshold is less than lower marker end point),0
E12,SampE12,21.7071,397,90.3,90.8755,21341,24.0268,111.3135,24.4939,N/A (Size threshold is less than lower marker end point),0
E12,SampE12,1.6415,429,6.8,6.1384,402,24.0268,111.3135,24.4939,N/A (Size threshold is less than lower marker end point),0
E12,SampE12,0.5000,5000,,0.1654,13395,24.0268,111.3135,24.4939,N/A (Size threshold is less than lower marker end point),0
F1,SampF1,0.6299,35,,29.4133,14920,32.3186,113.1502,32.5125,N/A (Size threshold is less than lower marker end point),0
F1,SampF1,0.0488,76,0.2,1.0669,68,32.3186,113.1502,32.5125,N/A (Size threshold is less than lower marker end point),0
F1,SampF1,30.4731,468,94.3,107.8315,41414,32.3186,113.1502,32.5125,N/A (Size threshold is less than lower marker end point),0
F1,SampF1,0.6925,510,2.1,2.1872,768,32.3186,113.1502,32.5125,N/A (Size threshold is less than lower marker end point),0
F1,SampF1,0.5069,545,1.6,1.5276,556,32.3186,113.1502,32.5125,N/A (Size threshold is less than lower marker end point),0
F1,SampF1,0.0618,595,0.2,0.1694,71,32.3186,113.1502,32.5125,N/A (Size threshold is less than lower marker end point),0
F1,SampF1,0.1056,1846,0.3,0.0998,73,32.3186,113.1502,32.5125,N/A (Size threshold is less than lower marker end point),0
F1,SampF1,0.2451,2572,0.8,0.1744,111,32.3186,113.1502,32.5125,N/A (Size threshold is less than lower marker end point),0
F1,SampF1,0.0761,2857,0.2,0.0430,85,32.3186,113.1502,32.5125,N/A (Size threshold is less than lower marker end point),0
F1,SampF1,0.0709,3300,0.2,0.0345,78,32.3186,113.1502,32.5125,N/A (Size threshold is less than lower marker end point),0
F1,SampF1,0.0379,3943,0.1,0.0157,58,32.3186,113.1502,32.5125,N/A (Size threshold is less than lower marker end point),0
F1,SampF1,0.5000,5000,,0.1648,17760,32.3186,113.1502,32.5125,N/A (Size threshold is less than lower marker end point),0
F2,SampF2,0.5173,35,,24.1533,13968,22.2135,85.4232,22.5321,N/A (Size threshold is less than lower marker end point),0
F2,SampF2,0.1280,100,0.6,2.1229,92,22.2135,85.4232,22.5321,N/A (Size threshold is less than lower marker end point),0
F2,SampF2,19.7693,433,89.0,75.2961,28407,22.2135,85.4232,22.5321,N/A (Size threshold is less than lower marker end point),0
F2,SampF2,2.2322,451,10.0,7.9674,1662,22.2135,85.4232,22.5321,N/A (Size threshold is less than lower marker end point),0
F2,SampF2,0.0316,3323,0.1,0.0157,66,22.2135,85.4232,22.5321,N/A (Size threshold is less than lower marker end point),0
F2,SampF2,0.0523,3966,0.2,0.0211,70,22.2135,85.4232,22.5321,N/A (Size threshold is less than lower marker end point),0
F2,SampF2,0.5000,5000,,0.1645,18903,22.2135,85.4232,22.5321,N/A (Size threshold is less than lower marker end point),0
F3,SampF3,0.4924,35,,22.9925,14421,12.6556,52.8129,12.8597,N/A (Size threshold is less than lower marker end point),0
F3,SampF3,0.1403,63,1.1,3.7710,71,12.6556,52.8129,12.8597,N/A (Size threshold is less than lower marker end point),0
F3,SampF3,0.0934,76,0.7,2.0154,169,12.6556,52.8129,12.8597,N/A (Size threshold is less than lower marker end point),0
F3,SampF3,11.2831,436,89.2,43.1741,19934,12.6556,52.8129,12.8597,N/A (Size threshold is less than lower marker end point),0
F3,SampF3,0.4568,465,3.6,1.6304,358,12.6556,52.8129,12.8597,N/A (Size threshold is less than lower marker end point),0
F3,SampF3,0.6162,476,4.9,2.0693,358,12.6556,52.8129,12.8597,N/A (Size threshold is less than lower marker end point),0
F3,SampF3,0.0470,537,0.4,0.1432,80,12.6556,52.8129,12.8597,N/A (Size threshold is less than lower marker end point),0
F3,SampF3,0.0189,3300,0.1,0.0095,52,12.6556,52.8129,12.8597,N/A (Size threshold is less than lower marker end point),0
F3,SampF3,0.5000,5000,,0.1653,21122,12.6556,52.8129,12.8597,N/A (Size threshold is less than lower marker end point),0
F4,SampF4,0.5478,35,,25.5760,16094,10.7008,54.6144,10.8856,N/A (Size threshold is less than lower marker end point),0
F4,SampF4,0.1749,47,1.6,5.9672,215,10.7008,54.6144,10.8856,N/A (Size threshold is less than lower marker end point),0
F4,SampF4,0.0923,73,0.9,2.1030,139,10.7008,54.6144,10.8856,N/A (Size threshold is less than lower marker end point),0
F4,SampF4,0.2092,78,2.0,4.2922,423,10.7008,54.6144,10.8856,N/A (Size threshold is less than lower marker end point),0
F4,SampF4,9.4589,399,88.4,39.5992,13627,10.7008,54.6144,10.8856,N/A (Size threshold is less than lower marker end point),0
F4,SampF4,0.7036,432,6.6,2.6252,294,10.7008,54.6144,10.8856,N/A (Size threshold is less than lower marker end point),0
F4,SampF4,0.0246,3300,0.2,0.0123,63,10.7008,54.6144,10.8856,N/A (Size threshold is less than lower marker end point),0
F4,SampF4,0.0372,3943,0.3,0.0153,65,10.7008,54.6144,10.8856,N/A (Size threshold is less than lower marker end point),0
F4,SampF4,0.5000,5000,,0.1646,21266,10.7008,54.6144,10.8856,N/A (Size threshold is less than lower marker end point),0
F5,SampF5,1.4446,35,,69.4185,10128,55.6876,221.5024,56.9768,N/A (Size threshold is less than lower marker end point),0
F5,SampF5,0.3927,49,0.7,13.3964,67,55.6876,221.5024,56.9768,N/A (Size threshold is less than lower marker end point),0
F5,SampF5,0.3231,76,0.6,6.6284,61,55.6876,221.5024,56.9768,N/A (Size threshold is less than lower marker end point),0
F5,SampF5,51.6644,451,92.8,190.6026,23429,55.6876,221.5024,56.9768,N/A (Size threshold is less than lower marker end point),0
F5,SampF5,3.1557,477,5.7,10.8179,449,55.6876,221.5024,56.9768,N/A (Size threshold is less than lower marker end point),0
F5,SampF5,0.1517,4426,0.3,0.0572,72,55.6876,221.5024,56.9768,N/A (Size threshold is less than lower marker end point),0
F5,SampF5,0.5000,5000,,0.1652,5927,55.6876,221.5024,56.9768,N/A (Size threshold is less than lower marker end point),0
F6,SampF6,0.6920,35,,32.3103,14529,24.2450,99.8378,24.5817,N/A (Size threshold is less than lower marker end point),0
F6,SampF6,0.1065,77,0.4,2.2412,66,24.2450,99.8378,24.5817,N/A (Size threshold is less than lower marker end point),0
F6,SampF6,0.4674,98,1.9,7.7521,242,24.2450,99.8378,24.5817,N/A (Size threshold is less than lower marker end point),0
F6,SampF6,21.7691,433,89.8,83.2979,33592,24.2450,99.8378,24.5817,N/A (Size threshold is less than lower marker end point),0
F6,SampF6,0.5734,451,2.4,2.0780,460,24.2450,99.8378,24.5817,N/A (Size threshold is less than lower marker end point),0
F6,SampF6,0.4133,473,1.7,1.4439,345,24.2450,99.8378,24.5817,N/A (Size threshold is less than lower marker end point),0
F6,SampF6,0.4274,482,1.8,1.4472,344,24.2450,99.8378,24.5817,N/A (Size threshold is less than lower marker end point),0
F6,SampF6,0.4880,503,2.0,1.5775,427,24.2450,99.8378,24.5817,N/A (Size threshold is less than lower marker end point),0
F6,SampF6,0.5000,5000,,0.1647,15612,24.2450,99.8378,24.5817,N/A (Size threshold is less than lower marker end point),0
F7,SampF7,0.5608,35,,26.9508,15240,8.7608,34.8332,9.0836,N/A (Size threshold is less than lower marker end point),0
F7,SampF7,0.0422,75,0.5,0.9240,75,8.7608,34.8332,9.0836,N/A (Size threshold is less than lower marker end point),0
F7,SampF7,0.1001,121,1.1,1.3592,128,8.7608,34.8332,9.0836,N/A (Size threshold is less than lower marker end point),0
F7,SampF7,0.0435,388,0.5,0.1861,54,8.7608,34.8332,9.0836,N/A (Size threshold is less than lower marker end point),0
F7,SampF7,7.6983,437,87.9,29.3207,11895,8.7608,34.8332,9.0836,N/A (Size threshold is less than lower marker end point),0
F7,SampF7,0.8767,467,10.0,3.0432,370,8.7608,34.8332,9.0836,N/A (Size threshold is less than lower marker end point),0
F7,SampF7,0.5000,5000,,0.1647,19844,8.7608,34.8332,9.0836,N/A (Size threshold is less than lower marker end point),0
F8,SampF8,0.7624,35,,36.6363,12739,29.7698,123.4487,30.2022,N/A (Size threshold is less than lower marker end point),0
F8,SampF8,27.8731,397,93.6,116.6891,26851,29.7698,123.4487,30.2022,N/A (Size threshold is less than lower marker end point),0
F8,SampF8,1.7315,421,5.8,6.5948,529,29.7698,123.4487,30.2022,N/A (Size threshold is less than lower marker end point),0
F8,SampF8,0.1652,1779,0.6,0.1648,58,29.7698,123.4487,30.2022,N/A (Size threshold is less than lower marker end point),0
F8,SampF8,0.5000,5000,,0.1649,13338,29.7698,123.4487,30.2022,N/A (Size threshold is less than lower marker end point),0
F9,SampF9,0.6994,35,,32.6560,10830,37.1034,151.0511,37.2349,N/A (Size threshold is less than lower marker end point),0
F9,SampF9,0.0826,45,0.2,3.0716,78,37.1034,151.0511,37.2349,N/A (Size threshold is less than lower marker end point),0
F9,SampF9,0.2917,62,0.8,7.5905,108,37.1034,151.0511,37.2349,N/A (Size threshold is less than lower marker end point),0
F9,SampF9,0.1405,76,0.4,2.9937,123,37.1034,151.0511,37.2349,N/A (Size threshold is less than lower marker end point),0
F9,SampF9,0.6396,397,1.7,2.6776,501,37.1034,151.0511,37.2349,N/A (Size threshold is less than lower marker end point),0
F9,SampF9,33.6702,437,90.7,127.9449,32461,37.1034,151.0511,37.2349,N/A (Size threshold is less than lower marker end point),0
F9,SampF9,1.5994,461,4.3,5.6113,577,37.1034,151.0511,37.2349,N/A (Size threshold is less than lower marker end point),0
F9,SampF9,0.0465,518,0.1,0.1480,56,37.1034,151.0511,37.2349,N/A (Size threshold is less than lower marker end point),0
F9,SampF9,0.2277,531,0.6,0.6876,103,37.1034,151.0511,37.2349,N/A (Size threshold is less than lower marker end point),0
F9,SampF9,0.0297,568,0.1,0.0852,52,37.1034,151.0511,37.2349,N/A (Size threshold is less than lower marker end point),0
F9,SampF9,0.2026,2536,0.5,0.1499,53,37.1034,151.0511,37.2349,N/A (Size threshold is less than lower marker end point),0
F9,SampF9,0.0684,2946,0.2,0.0392,52,37.1034,151.0511,37.2349,N/A (Size threshold is less than lower marker end point),0
F9,SampF9,0.1045,3277,0.3,0.0516,63,37.1034,151.0511,37.2349,N/A (Size threshold is less than lower marker end point),0
F9,SampF9,0.5000,5000,,0.1648,12396,37.1034,151.0511,37.2349,N/A (Size threshold is less than lower marker end point),0
F10,SampF10,0.6476,35,,31.1220,12499,27.5953,111.3020,27.7155,N/A (Size threshold is less than lower marker end point),0
F10,SampF10,0.0914,68,0.3,2.2047,92,27.5953,111.3020,27.7155,N/A (Size threshold is less than lower marker end point),0
F10,SampF10,0.1115,81,0.4,2.2878,68,27.5953,111.3020,27.7155,N/A (Size threshold is less than lower marker end point),0
F10,SampF10,0.3609,99,1.3,5.9864,222,27.5953,111.3020,27.7155,N/A (Size threshold is less than lower marker end point),0
F10,SampF10,0.1320,123,0.5,1.7776,88,27.5953,111.3020,27.7155,N/A (Size threshold is less than lower marker end point),0
F10,SampF10,0.0501,133,0.2,0.6194,61,27.5953,111.3020,27.7155,N/A (Size threshold is less than lower marker end point),0
F10,SampF10,0.9467,415,3.4,3.7899,779,27.5953,111.3020,27.7155,N/A (Size threshold is less than lower marker end point),0
F10,SampF10,23.1684,442,84.0,86.6388,34191,27.5953,111.3020,27.7155,N/A (Size threshold is less than lower marker end point),0
F10,SampF10,1.3014,458,4.7,4.6551,1196,27.5953,111.3020,27.7155,N/A (Size threshold is less than lower marker end point),0
F10,SampF10,0.5135,480,1.9,1.7640,358,27.5953,111.3020,27.7155,N/A (Size threshold is less than lower marker end point),0
F10,SampF10,0.2080,512,0.8,0.6739,171,27.5953,111.3020,27.7155,N/A (Size threshold is less than lower marker end point),0
F10,SampF10,0.1740,534,0.6,0.5314,184,27.5953,111.3020,27.7155,N/A (Size threshold is less than lower marker end point),0
F10,SampF10,0.0650,1789,0.2,0.0635,58,27.5953,111.3020,27.7155,N/A (Size threshold is less than lower marker end point),0
F10,SampF10,0.2940,2590,1.1,0.2137,106,27.5953,111.3020,27.7155,N/A (Size threshold is less than lower marker end point),0
F10,SampF10,0.0985,2786,0.4,0.0564,97,27.5953,111.3020,27.7155,N/A (Size threshold is less than lower marker end point),0
F10,SampF10,0.0797,3300,0.3,0.0393,80,27.5953,111.3020,27.7155,N/A (Size threshold is less than lower marker end point),0
F10,SampF10,0.5000,5000,,0.1651,15912,27.5953,111.3020,27.7155,N/A (Size threshold is less than lower marker end point),0
F11,SampF11,0.0643,35,,2.9213,872,7.0848,177.6496,7.2823,N/A (Size threshold is less than lower marker end point),0
F11,SampF11,0.5650,52,8.0,17.4658,657,7.0848,177.6496,7.2823,N/A (Size threshold is less than lower marker end point),0
F11,SampF11,6.0824,64,85.9,155.8340,16451,7.0848,177.6496,7.2823,N/A (Size threshold is less than lower marker end point),0
F11,SampF11,0.0247,82,0.3,0.5007,52,7.0848,177.6496,7.2823,N/A (Size threshold is less than lower marker end point),0
F11,SampF11,0.1003,91,1.4,1.8086,88,7.0848,177.6496,7.2823,N/A (Size threshold is less than lower marker end point),0
F11,SampF11,0.0934,103,1.3,1.4747,131,7.0848,177.6496,7.2823,N/A (Size threshold is less than lower marker end point),0
F11,SampF11,0.1127,464,1.6,0.4040,159,7.0848,177.6496,7.2823,N/A (Size threshold is less than lower marker end point),0
F11,SampF11,0.0386,478,0.5,0.1320,57,7.0848,177.6496,7.2823,N/A (Size threshold is less than lower marker end point),0
F11,SampF11,0.0271,3369,0.4,0.0133,65,7.0848,177.6496,7.2823,N/A (Size threshold is less than lower marker end point),0
F11,SampF11,0.0406,3989,0.6,0.0164,71,7.0848,177.6496,7.2823,N/A (Size threshold is less than lower marker end point),0
F11,SampF11,0.5000,5000,,0.1645,22818,7.0848,177.6496,7.2823,N/A (Size threshold is less than lower marker end point),0
F12,SampF12,0.6160,35,,28.7645,16107,4.4274,19.1278,4.7023,N/A (Size threshold is less than lower marker end point),0
F12,SampF12,0.0526,78,1.2,1.1056,102,4.4274,19.1278,4.7023,N/A (Size threshold is less than lower marker end point),0
F12,SampF12,3.9962,396,90.3,16.8154,7035,4.4274,19.1278,4.7023,N/A (Size threshold is less than lower marker end point),0
F12,SampF12,0.1346,428,3.0,0.5211,103,4.4274,19.1278,4.7023,N/A (Size threshold is less than lower marker end point),0
F12,SampF12,0.1787,446,4.0,0.6563,127,4.4274,19.1278,4.7023,N/A (Size threshold is less than lower marker end point),0
F12,SampF12,0.0264,3300,0.6,0.0133,58,4.4274,19.1278,4.7023,N/A (Size threshold is less than lower marker end point),0
F12,SampF12,0.0390,3920,0.9,0.0160,62,4.4274,19.1278,4.7023,N/A (Size threshold is less than lower marker end point),0
F12,SampF12,0.5000,5000,,0.1652,20589,4.4274,19.1278,4.7023,N/A (Size threshold is less than lower marker end point),0
G1,SampG1,0.5508,35,,25.7183,14559,27.9338,107.3699,28.0639,N/A (Size threshold is less than lower marker end point),0
G1,SampG1,0.1786,69,0.6,4.5053,132,27.9338,107.3699,28.0639,N/A (Size threshold is less than lower marker end point),0
G1,SampG1,0.0915,75,0.3,2.0022,150,27.9338,107.3699,28.0639,N/A (Size threshold is less than lower marker end point),0
G1,SampG1,25.7739,448,92.3,95.5142,35409,27.9338,107.3699,28.0639,N/A (Size threshold is less than lower marker end point),0
G1,SampG1,0.9892,486,3.5,3.2620,805,27.9338,107.3699,28.0639,N/A (Size threshold is less than lower marker end point),0
G1,SampG1,0.4144,528,1.5,1.2676,278,27.9338,107.3699,28.0639,N/A (Size threshold is less than lower marker end point),0
G1,SampG1,0.2304,572,0.8,0.6526,155,27.9338,107.3699,28.0639,N/A (Size threshold is less than lower marker end point),0
G1,SampG1,0.1596,2608,0.6,0.1138,83,27.9338,107.3699,28.0639,N/A (Size threshold is less than lower marker end point),0
G1,SampG1,0.0619,2822,0.2,0.0351,75,27.9338,107.3699,28.0639,N/A (Size threshold is less than lower marker end point),0
G1,SampG1,0.0343,3300,0.1,0.0172,71,27.9338,107.3699,28.0639,N/A (Size threshold is less than lower marker end point),0
G1,SampG1,0.5000,5000,,0.1647,19574,27.9338,107.3699,28.0639,N/A (Size threshold is less than lower marker end point),0
G2,SampG2,0.4908,35,,23.5856,13401,22.2046,91.4709,22.4233,N/A (Size threshold is less than lower marker end point),0
G2,SampG2,0.1048,74,0.5,2.3542,193,22.2046,91.4709,22.4233,N/A (Size threshold is less than lower marker end point),0
G2,SampG2,0.0603,80,0.3,1.2523,93,22.2046,91.4709,22.4233,N/A (Size threshold is less than lower marker end point),0
G2,SampG2,0.0726,147,0.3,0.8223,52,22.2046,91.4709,22.4233,N/A (Size threshold is less than lower marker end point),0
G2,SampG2,19.9393,412,89.8,80.4078,30116,22.2046,91.4709,22.4233,N/A (Size threshold is less than lower marker end point),0
G2,SampG2,1.7523,436,7.9,6.4074,841,22.2046,91.4709,22.4233,N/A (Size threshold is less than lower marker end point),0
G2,SampG2,0.1276,1808,0.6,0.1234,91,22.2046,91.4709,22.4233,N/A (Size threshold is less than lower marker end point),0
G2,SampG2,0.1240,2055,0.6,0.0936,82,22.2046,91.4709,22.4233,N/A (Size threshold is less than lower marker end point),0
G2,SampG2,0.0236,3943,0.1,0.0098,50,22.2046,91.4709,22.4233,N/A (Size threshold is less than lower marker end point),0
G2,SampG2,0.5000,5000,,0.1649,19701,22.2046,91.4709,22.4233,N/A (Size threshold is less than lower marker end point),0
G3,SampG3,0.5132,35,,23.9636,16227,23.7711,89.2299,23.9133,N/A (Size threshold is less than lower marker end point),0
G3,SampG3,0.1339,63,0.6,3.4312,68,23.7711,89.2299,23.9133,N/A (Size threshold is less than lower marker end point),0
G3,SampG3,23.0476,449,97.0,85.0280,41491,23.7711,89.2299,23.9133,N/A (Size threshold is less than lower marker end point),0
G3,SampG3,0.0205,532,0.1,0.0633,53,23.7711,89.2299,23.9133,N/A (Size threshold is less than lower marker end point),0
G3,SampG3,0.1265,547,0.5,0.3718,89,23.7711,89.2299,23.9133,N/A (Size threshold is less than lower marker end point),0
G3,SampG3,0.0355,580,0.1,0.0983,76,23.7711,89.2299,23.9133,N/A (Size threshold is less than lower marker end point),0
G3,SampG3,0.1791,2572,0.8,0.1251,129,23.7711,89.2299,23.9133,N/A (Size threshold is less than lower marker end point),0
G3,SampG3,0.0623,2822,0.3,0.0354,94,23.7711,89.2299,23.9133,N/A (Size threshold is less than lower marker end point),0
G3,SampG3,0.1153,3300,0.5,0.0561,138,23.7711,89.2299,23.9133,N/A (Size threshold is less than lower marker end point),0
G3,SampG3,0.0504,3920,0.2,0.0207,83,23.7711,89.2299,23.9133,N/A (Size threshold is less than lower marker end point),0
G3,SampG3,0.5000,5000,,0.1653,22449,23.7711,89.2299,23.9133,N/A (Size threshold is less than lower marker end point),0
G4,SampG4,0.5458,35,,26.2290,15837,8.3350,37.8779,8.6375,N/A (Size threshold is less than lower marker end point),0
G4,SampG4,0.0478,48,0.6,1.6302,59,8.3350,37.8779,8.6375,N/A (Size threshold is less than lower marker end point),0
G4,SampG4,0.1447,98,1.7,2.4245,98,8.3350,37.8779,8.6375,N/A (Size threshold is less than lower marker end point),0
G4,SampG4,0.3644,131,4.4,4.5701,339,8.3350,37.8779,8.6375,N/A (Size threshold is less than lower marker end point),0
G4,SampG4,0.1150,152,1.4,1.2196,69,8.3350,37.8779,8.6375,N/A (Size threshold is less than lower marker end point),0
G4,SampG4,0.1244,288,1.5,0.7157,71,8.3350,37.8779,8.6375,N/A (Size threshold is less than lower marker end point),0
G4,SampG4,0.1120,299,1.3,0.6043,74,8.3350,37.8779,8.6375,N/A (Size threshold is less than lower marker end point),0
G4,SampG4,0.1350,334,1.6,0.6651,50,8.3350,37.8779,8.6375,N/A (Size threshold is less than lower marker end point),0
G4,SampG4,5.3096,449,63.7,19.5447,9090,8.3350,37.8779,8.6375,N/A (Size threshold is less than lower marker end point),0
G4,SampG4,0.5127,464,6.2,1.8142,815,8.3350,37.8779,8.6375,N/A (Size threshold is less than lower marker end point),0
G4,SampG4,0.7432,475,8.9,2.5746,1093,8.3350,37.8779,8.6375,N/A (Size threshold is less than lower marker end point),0
G4,SampG4,0.0459,492,0.6,0.1535,115,8.3350,37.8779,8.6375,N/A (Size threshold is less than lower marker end point),0
G4,SampG4,0.4364,505,5.2,1.4165,513,8.3350,37.8779,8.6375,N/A (Size threshold is less than lower marker end point),0
G4,SampG4,0.0730,548,0.9,0.2200,97,8.3350,37.8779,8.6375,N/A (Size threshold is less than lower marker end point),0
G4,SampG4,0.1043,566,1.3,0.2965,97,8.3350,37.8779,8.6375,N/A (Size threshold is less than lower marker end point),0
G4,SampG4,0.0206,3300,0.2,0.0103,50,8.3350,37.8779,8.6375,N/A (Size threshold is less than lower marker end point),0
G4,SampG4,0.0459,3943,0.6,0.0183,60,8.3350,37.8779,8.6375,N/A (Size threshold is less than lower marker end point),0
G4,SampG4,0.5000,5000,,0.1649,20785,8.3350,37.8779,8.6375,N/A (Size threshold is less than lower marker end point),0
G5,SampG5,0.0621,35,,2.8980,889,7.1288,191.3740,7.4350,N/A (Size threshold is less than lower marker end point),0
G5,SampG5,0.5668,49,8.0,18.5680,542,7.1288,191.3740,7.4350,N/A (Size threshold is less than lower marker end point),0
G5,SampG5,6.2724,62,88.0,168.5706,15947,7.1288,191.3740,7.4350,N/A (Size threshold is less than lower marker end point),0
G5,SampG5,0.0605,80,0.8,1.2563,99,7.1288,191.3740,7.4350,N/A (Size threshold is less than lower marker end point),0
G5,SampG5,0.0823,94,1.2,1.4852,57,7.1288,191.3740,7.4350,N/A (Size threshold is less than lower marker end point),0
G5,SampG5,0.0650,100,0.9,1.0671,115,7.1288,191.3740,7.4350,N/A (Size threshold is less than lower marker end point),0
G5,SampG5,0.0318,127,0.4,0.4044,53,7.1288,191.3740,7.4350,N/A (Size threshold is less than lower marker end point),0
G5,SampG5,0.0217,3369,0.3,0.0107,54,7.1288,191.3740,7.4350,N/A (Size threshold is less than lower marker end point),0
G5,SampG5,0.0283,3989,0.4,0.0116,53,7.1288,191.3740,7.4350,N/A (Size threshold is less than lower marker end point),0
G5,SampG5,0.5000,5000,,0.1648,21702,7.1288,191.3740,7.4350,N/A (Size threshold is less than lower marker end point),0
G6,SampG6,0.5180,35,,24.1878,15468,12.4086,54.0506,12.8077,N/A (Size threshold is less than lower marker end point),0
